timestamp,source,source_port,destination,destination_port,protocol
1599665137.507683,192.0.0.2,2021,192.0.0.3,36580,TCP
1599665137.507694,192.0.0.3,36580,192.0.0.2,1009,TCP
1599665137.507699,192.0.0.3,36580,192.0.0.2,2811,TCP
1599665137.507729,192.0.0.2,1009,192.0.0.3,36580,TCP
1599665137.507737,192.0.0.2,2811,192.0.0.3,36580,TCP
1599665137.50775,192.0.0.3,36580,192.0.0.2,7201,TCP
1599665137.507781,192.0.0.2,7201,192.0.0.3,36580,TCP
1599665137.507797,192.0.0.3,36580,192.0.0.2,9220,TCP
1599665137.507829,192.0.0.2,9220,192.0.0.3,36580,TCP
1599665137.507844,192.0.0.3,36580,192.0.0.2,7938,TCP
1599665137.507879,192.0.0.2,7938,192.0.0.3,36580,TCP
1599665137.507894,192.0.0.3,36580,192.0.0.2,2190,TCP
1599665137.507924,192.0.0.2,2190,192.0.0.3,36580,TCP
1599665137.507938,192.0.0.3,36580,192.0.0.2,2601,TCP
1599665137.508076,192.0.0.2,2601,192.0.0.3,36580,TCP
1599665137.508092,192.0.0.3,36580,192.0.0.2,4848,TCP
1599665137.508131,192.0.0.2,4848,192.0.0.3,36580,TCP
1599665137.508146,192.0.0.3,36580,192.0.0.2,10616,TCP
1599665137.508179,192.0.0.2,10616,192.0.0.3,36580,TCP
1599665137.508193,192.0.0.3,36580,192.0.0.2,56738,TCP
1599665137.508227,192.0.0.2,56738,192.0.0.3,36580,TCP
1599665137.508242,192.0.0.3,36580,192.0.0.2,1077,TCP
1599665137.508275,192.0.0.2,1077,192.0.0.3,36580,TCP
1599665137.508288,192.0.0.3,36580,192.0.0.2,3998,TCP
1599665137.508321,192.0.0.2,3998,192.0.0.3,36580,TCP
1599665137.508465,192.0.0.3,36580,192.0.0.2,19,TCP
1599665137.508564,192.0.0.2,19,192.0.0.3,36580,TCP
1599665137.508631,192.0.0.3,36580,192.0.0.2,8443,TCP
1599665137.508673,192.0.0.2,8443,192.0.0.3,36580,TCP
1599665137.508967,192.0.0.3,36580,192.0.0.2,3006,TCP
1599665137.50898,192.0.0.3,36580,192.0.0.2,1122,TCP
1599665137.508996,192.0.0.2,3006,192.0.0.3,36580,TCP
1599665137.509005,192.0.0.3,36580,192.0.0.2,1,TCP
1599665137.509031,192.0.0.2,1,192.0.0.3,36580,TCP
1599665137.509057,192.0.0.3,36580,192.0.0.2,1175,TCP
1599665137.509089,192.0.0.2,1175,192.0.0.3,36580,TCP
1599665137.509125,192.0.0.2,1122,192.0.0.3,36580,TCP
1599665137.509145,192.0.0.3,36580,192.0.0.2,2020,TCP
1599665137.509162,192.0.0.3,36580,192.0.0.2,2288,TCP
1599665137.509185,192.0.0.2,2020,192.0.0.3,36580,TCP
1599665137.509187,192.0.0.3,36580,192.0.0.2,50003,TCP
1599665137.509194,192.0.0.2,2288,192.0.0.3,36580,TCP
1599665137.509199,192.0.0.3,36580,192.0.0.2,9101,TCP
1599665137.509198,192.0.0.3,36580,192.0.0.2,1057,TCP
1599665137.509218,192.0.0.3,36580,192.0.0.2,2604,TCP
1599665137.509219,192.0.0.2,50003,192.0.0.3,36580,TCP
1599665137.509227,192.0.0.2,9101,192.0.0.3,36580,TCP
1599665137.509235,192.0.0.3,36580,192.0.0.2,720,TCP
1599665137.509255,192.0.0.2,2604,192.0.0.3,36580,TCP
1599665137.509267,192.0.0.2,720,192.0.0.3,36580,TCP
1599665137.50927,192.0.0.3,36580,192.0.0.2,545,TCP
1599665137.509301,192.0.0.3,36580,192.0.0.2,8291,TCP
1599665137.509305,192.0.0.2,545,192.0.0.3,36580,TCP
1599665137.509323,192.0.0.3,36580,192.0.0.2,52848,TCP
1599665137.509325,192.0.0.3,36580,192.0.0.2,808,TCP
1599665137.509336,192.0.0.2,8291,192.0.0.3,36580,TCP
1599665137.509341,192.0.0.3,36580,192.0.0.2,19842,TCP
1599665137.509349,192.0.0.2,808,192.0.0.3,36580,TCP
1599665137.50937,192.0.0.2,19842,192.0.0.3,36580,TCP
1599665137.509446,192.0.0.3,36580,192.0.0.2,5510,TCP
1599665137.509477,192.0.0.2,5510,192.0.0.3,36580,TCP
1599665137.509482,192.0.0.2,1057,192.0.0.3,36580,TCP
1599665137.50955,192.0.0.2,52848,192.0.0.3,36580,TCP
1599665137.50956,192.0.0.3,36580,192.0.0.2,801,TCP
1599665137.509567,192.0.0.3,36580,192.0.0.2,714,TCP
1599665137.509571,192.0.0.3,36580,192.0.0.2,8333,TCP
1599665137.509597,192.0.0.2,801,192.0.0.3,36580,TCP
1599665137.5096,192.0.0.2,714,192.0.0.3,36580,TCP
1599665137.509614,192.0.0.2,8333,192.0.0.3,36580,TCP
1599665137.509615,192.0.0.3,36580,192.0.0.2,1935,TCP
1599665137.509619,192.0.0.3,36580,192.0.0.2,1021,TCP
1599665137.509641,192.0.0.2,1935,192.0.0.3,36580,TCP
1599665137.509646,192.0.0.2,1021,192.0.0.3,36580,TCP
1599665137.509651,192.0.0.3,36580,192.0.0.2,10010,TCP
1599665137.509659,192.0.0.3,36580,192.0.0.2,65389,TCP
1599665137.509664,192.0.0.3,36580,192.0.0.2,1971,TCP
1599665137.509695,192.0.0.2,65389,192.0.0.3,36580,TCP
1599665137.5097,192.0.0.3,36580,192.0.0.2,1500,TCP
1599665137.509701,192.0.0.2,1971,192.0.0.3,36580,TCP
1599665137.509732,192.0.0.2,10010,192.0.0.3,36580,TCP
1599665137.509732,192.0.0.2,1500,192.0.0.3,36580,TCP
1599665137.509747,192.0.0.3,36580,192.0.0.2,15000,TCP
1599665137.509772,192.0.0.2,15000,192.0.0.3,36580,TCP
1599665137.509781,192.0.0.3,36580,192.0.0.2,55555,TCP
1599665137.509803,192.0.0.2,55555,192.0.0.3,36580,TCP
1599665137.510155,192.0.0.3,36580,192.0.0.2,8087,TCP
1599665137.510193,192.0.0.2,8087,192.0.0.3,36580,TCP
1599665137.510302,192.0.0.3,36580,192.0.0.2,10000,TCP
1599665137.510731,192.0.0.2,10000,192.0.0.3,36580,TCP
1599665137.510746,192.0.0.3,36580,192.0.0.2,13722,TCP
1599665137.510755,192.0.0.3,36580,192.0.0.2,1060,TCP
1599665137.510794,192.0.0.2,13722,192.0.0.3,36580,TCP
1599665137.510795,192.0.0.2,1060,192.0.0.3,36580,TCP
1599665137.51081,192.0.0.3,36580,192.0.0.2,6566,TCP
1599665137.510838,192.0.0.2,6566,192.0.0.3,36580,TCP
1599665137.511116,192.0.0.3,36580,192.0.0.2,6789,TCP
1599665137.511143,192.0.0.2,6789,192.0.0.3,36580,TCP
1599665137.511175,192.0.0.3,36580,192.0.0.2,3011,TCP
1599665137.5112,192.0.0.2,3011,192.0.0.3,36580,TCP
1599665137.511223,192.0.0.3,36580,192.0.0.2,15660,TCP
1599665137.51126,192.0.0.2,15660,192.0.0.3,36580,TCP
1599665137.511278,192.0.0.3,36580,192.0.0.2,6646,TCP
1599665137.511317,192.0.0.2,6646,192.0.0.3,36580,TCP
1599665137.511387,192.0.0.3,36580,192.0.0.2,6565,TCP
1599665137.511416,192.0.0.2,6565,192.0.0.3,36580,TCP
1599665137.511416,192.0.0.3,36580,192.0.0.2,50006,TCP
1599665137.511426,192.0.0.3,36580,192.0.0.2,10082,TCP
1599665137.511446,192.0.0.2,10082,192.0.0.3,36580,TCP
1599665137.511451,192.0.0.3,36580,192.0.0.2,8011,TCP
1599665137.511453,192.0.0.2,50006,192.0.0.3,36580,TCP
1599665137.511458,192.0.0.3,36580,192.0.0.2,9485,TCP
1599665137.511488,192.0.0.3,36580,192.0.0.2,1974,TCP
1599665137.51149,192.0.0.2,9485,192.0.0.3,36580,TCP
1599665137.511493,192.0.0.3,36580,192.0.0.2,888,TCP
1599665137.511503,192.0.0.2,8011,192.0.0.3,36580,TCP
1599665137.511508,192.0.0.3,36580,192.0.0.2,16001,TCP
1599665137.511518,192.0.0.3,36580,192.0.0.2,2251,TCP
1599665137.511519,192.0.0.2,1974,192.0.0.3,36580,TCP
1599665137.511523,192.0.0.2,888,192.0.0.3,36580,TCP
1599665137.511525,192.0.0.3,36580,192.0.0.2,2710,TCP
1599665137.511537,192.0.0.3,36580,192.0.0.2,2701,TCP
1599665137.511544,192.0.0.2,16001,192.0.0.3,36580,TCP
1599665137.511549,192.0.0.3,36580,192.0.0.2,32781,TCP
1599665137.511552,192.0.0.2,2251,192.0.0.3,36580,TCP
1599665137.511555,192.0.0.2,2710,192.0.0.3,36580,TCP
1599665137.51157,192.0.0.2,32781,192.0.0.3,36580,TCP
1599665137.511572,192.0.0.2,2701,192.0.0.3,36580,TCP
1599665137.511582,192.0.0.3,36580,192.0.0.2,617,TCP
1599665137.51161,192.0.0.2,617,192.0.0.3,36580,TCP
1599665137.511621,192.0.0.3,36580,192.0.0.2,3800,TCP
1599665137.511644,192.0.0.2,3800,192.0.0.3,36580,TCP
1599665137.511678,192.0.0.3,36580,192.0.0.2,1309,TCP
1599665137.511717,192.0.0.2,1309,192.0.0.3,36580,TCP
1599665137.511744,192.0.0.3,36580,192.0.0.2,3261,TCP
1599665137.511766,192.0.0.3,36580,192.0.0.2,16113,TCP
1599665137.511766,192.0.0.3,36580,192.0.0.2,44501,TCP
1599665137.511799,192.0.0.2,16113,192.0.0.3,36580,TCP
1599665137.511869,192.0.0.2,3261,192.0.0.3,36580,TCP
1599665137.512711,192.0.0.2,44501,192.0.0.3,36580,TCP
1599665137.512975,192.0.0.3,36580,192.0.0.2,49163,TCP
1599665137.513009,192.0.0.2,49163,192.0.0.3,36580,TCP
1599665137.513011,192.0.0.3,36580,192.0.0.2,65000,TCP
1599665137.513092,192.0.0.3,36580,192.0.0.2,3784,TCP
1599665137.513124,192.0.0.3,36580,192.0.0.2,1053,TCP
1599665137.513127,192.0.0.3,36580,192.0.0.2,9666,TCP
1599665137.513158,192.0.0.2,1053,192.0.0.3,36580,TCP
1599665137.51316,192.0.0.2,9666,192.0.0.3,36580,TCP
1599665137.513174,192.0.0.3,36580,192.0.0.2,32778,TCP
1599665137.513206,192.0.0.2,32778,192.0.0.3,36580,TCP
1599665137.51322,192.0.0.2,65000,192.0.0.3,36580,TCP
1599665137.513221,192.0.0.3,36580,192.0.0.2,49160,TCP
1599665137.513224,192.0.0.3,36580,192.0.0.2,2968,TCP
1599665137.513254,192.0.0.2,2968,192.0.0.3,36580,TCP
1599665137.513258,192.0.0.2,49160,192.0.0.3,36580,TCP
1599665137.51327,192.0.0.3,36580,192.0.0.2,6389,TCP
1599665137.513275,192.0.0.3,36580,192.0.0.2,2008,TCP
1599665137.513309,192.0.0.2,2008,192.0.0.3,36580,TCP
1599665137.51331,192.0.0.3,36580,192.0.0.2,500,TCP
1599665137.513326,192.0.0.3,36580,192.0.0.2,3077,TCP
1599665137.513361,192.0.0.2,3077,192.0.0.3,36580,TCP
1599665137.513373,192.0.0.3,36580,192.0.0.2,61532,TCP
1599665137.513408,192.0.0.3,36580,192.0.0.2,31337,TCP
1599665137.513435,192.0.0.2,31337,192.0.0.3,36580,TCP
1599665137.513446,192.0.0.3,36580,192.0.0.2,19801,TCP
1599665137.513449,192.0.0.3,36580,192.0.0.2,1521,TCP
1599665137.513478,192.0.0.2,19801,192.0.0.3,36580,TCP
1599665137.513482,192.0.0.2,1521,192.0.0.3,36580,TCP
1599665137.513496,192.0.0.3,36580,192.0.0.2,58080,TCP
1599665137.513499,192.0.0.3,36580,192.0.0.2,1059,TCP
1599665137.513532,192.0.0.2,58080,192.0.0.3,36580,TCP
1599665137.513543,192.0.0.2,1059,192.0.0.3,36580,TCP
1599665137.513581,192.0.0.3,36580,192.0.0.2,20221,TCP
1599665137.513611,192.0.0.2,20221,192.0.0.3,36580,TCP
1599665137.51362,192.0.0.3,36580,192.0.0.2,8200,TCP
1599665137.513655,192.0.0.3,36580,192.0.0.2,726,TCP
1599665137.513658,192.0.0.3,36580,192.0.0.2,5225,TCP
1599665137.513687,192.0.0.2,726,192.0.0.3,36580,TCP
1599665137.513697,192.0.0.3,36580,192.0.0.2,10004,TCP
1599665137.513733,192.0.0.3,36580,192.0.0.2,1031,TCP
1599665137.513774,192.0.0.3,36580,192.0.0.2,1272,TCP
1599665137.513809,192.0.0.2,1272,192.0.0.3,36580,TCP
1599665137.513825,192.0.0.3,36580,192.0.0.2,26214,TCP
1599665137.513858,192.0.0.2,26214,192.0.0.3,36580,TCP
1599665137.513878,192.0.0.3,36580,192.0.0.2,2099,TCP
1599665137.513916,192.0.0.3,36580,192.0.0.2,5003,TCP
1599665137.513953,192.0.0.3,36580,192.0.0.2,27715,TCP
1599665137.513988,192.0.0.3,36580,192.0.0.2,32774,TCP
1599665137.513988,192.0.0.2,27715,192.0.0.3,36580,TCP
1599665137.514129,192.0.0.2,32774,192.0.0.3,36580,TCP
1599665137.514141,192.0.0.3,36580,192.0.0.2,1070,TCP
1599665137.514157,192.0.0.3,36580,192.0.0.2,5910,TCP
1599665137.514165,192.0.0.2,1070,192.0.0.3,36580,TCP
1599665137.514168,192.0.0.3,36580,192.0.0.2,10629,TCP
1599665137.51419,192.0.0.3,36580,192.0.0.2,1038,TCP
1599665137.514198,192.0.0.2,10629,192.0.0.3,36580,TCP
1599665137.5142,192.0.0.2,5910,192.0.0.3,36580,TCP
1599665137.51422,192.0.0.2,1038,192.0.0.3,36580,TCP
1599665137.514285,192.0.0.3,36580,192.0.0.2,32784,TCP
1599665137.514323,192.0.0.2,32784,192.0.0.3,36580,TCP
1599665137.514344,192.0.0.3,36580,192.0.0.2,541,TCP
1599665137.51438,192.0.0.2,541,192.0.0.3,36580,TCP
1599665137.514505,192.0.0.3,36580,192.0.0.2,5500,TCP
1599665137.51461,192.0.0.3,36580,192.0.0.2,903,TCP
1599665137.514643,192.0.0.2,903,192.0.0.3,36580,TCP
1599665137.514656,192.0.0.3,36580,192.0.0.2,10243,TCP
1599665137.514691,192.0.0.2,3784,192.0.0.3,36580,TCP
1599665137.514762,192.0.0.3,36580,192.0.0.2,2160,TCP
1599665137.514917,192.0.0.2,6389,192.0.0.3,36580,TCP
1599665137.514957,192.0.0.2,500,192.0.0.3,36580,TCP
1599665137.51515,192.0.0.3,36580,192.0.0.2,4445,TCP
1599665137.515165,192.0.0.2,61532,192.0.0.3,36580,TCP
1599665137.515178,192.0.0.3,36580,192.0.0.2,49158,TCP
1599665137.515188,192.0.0.2,4445,192.0.0.3,36580,TCP
1599665137.515203,192.0.0.3,36580,192.0.0.2,1169,TCP
1599665137.515238,192.0.0.3,36580,192.0.0.2,1148,TCP
1599665137.515263,192.0.0.2,1148,192.0.0.3,36580,TCP
1599665137.515392,192.0.0.3,36580,192.0.0.2,1149,TCP
1599665137.515428,192.0.0.2,1149,192.0.0.3,36580,TCP
1599665137.515816,192.0.0.3,36580,192.0.0.2,9050,TCP
1599665137.51586,192.0.0.2,9050,192.0.0.3,36580,TCP
1599665137.515875,192.0.0.3,36580,192.0.0.2,32783,TCP
1599665137.516714,192.0.0.2,8200,192.0.0.3,36580,TCP
1599665137.516832,192.0.0.3,36580,192.0.0.2,9009,TCP
1599665137.516859,192.0.0.3,36580,192.0.0.2,5962,TCP
1599665137.516864,192.0.0.2,9009,192.0.0.3,36580,TCP
1599665137.516887,192.0.0.2,5225,192.0.0.3,36580,TCP
1599665137.517093,192.0.0.3,36580,192.0.0.2,19350,TCP
1599665137.517134,192.0.0.2,10004,192.0.0.3,36580,TCP
1599665137.517153,192.0.0.3,36580,192.0.0.2,2607,TCP
1599665137.517454,192.0.0.3,36580,192.0.0.2,5000,TCP
1599665137.517609,192.0.0.2,2607,192.0.0.3,36580,TCP
1599665137.517625,192.0.0.3,36580,192.0.0.2,33899,TCP
1599665137.517676,192.0.0.2,33899,192.0.0.3,36580,TCP
1599665137.517692,192.0.0.3,36580,192.0.0.2,57294,TCP
1599665137.517726,192.0.0.2,57294,192.0.0.3,36580,TCP
1599665137.517741,192.0.0.3,36580,192.0.0.2,1782,TCP
1599665137.517854,192.0.0.3,36580,192.0.0.2,1062,TCP
1599665137.517888,192.0.0.2,1062,192.0.0.3,36580,TCP
1599665137.517904,192.0.0.3,36580,192.0.0.2,48080,TCP
1599665137.517951,192.0.0.3,36580,192.0.0.2,4279,TCP
1599665137.518112,192.0.0.2,4279,192.0.0.3,36580,TCP
1599665137.518129,192.0.0.3,36580,192.0.0.2,20,TCP
1599665137.518163,192.0.0.2,20,192.0.0.3,36580,TCP
1599665137.518178,192.0.0.3,36580,192.0.0.2,987,TCP
1599665137.518211,192.0.0.2,987,192.0.0.3,36580,TCP
1599665137.518225,192.0.0.3,36580,192.0.0.2,4900,TCP
1599665137.518258,192.0.0.2,4900,192.0.0.3,36580,TCP
1599665137.519814,192.0.0.3,36580,192.0.0.2,1072,TCP
1599665137.519836,192.0.0.2,1072,192.0.0.3,36580,TCP
1599665137.519961,192.0.0.3,36580,192.0.0.2,711,TCP
1599665137.519988,192.0.0.2,1031,192.0.0.3,36580,TCP
1599665137.520106,192.0.0.3,36580,192.0.0.2,1152,TCP
1599665137.520133,192.0.0.2,1152,192.0.0.3,36580,TCP
1599665137.520143,192.0.0.3,36580,192.0.0.2,1029,TCP
1599665137.520166,192.0.0.2,1029,192.0.0.3,36580,TCP
1599665137.520175,192.0.0.3,36580,192.0.0.2,9535,TCP
1599665137.520196,192.0.0.2,2099,192.0.0.3,36580,TCP
1599665137.520204,192.0.0.3,36580,192.0.0.2,1051,TCP
1599665137.520225,192.0.0.2,1051,192.0.0.3,36580,TCP
1599665137.520233,192.0.0.3,36580,192.0.0.2,3301,TCP
1599665137.520284,192.0.0.3,36580,192.0.0.2,873,TCP
1599665137.520304,192.0.0.2,873,192.0.0.3,36580,TCP
1599665137.520314,192.0.0.3,36580,192.0.0.2,3005,TCP
1599665137.520336,192.0.0.2,3005,192.0.0.3,36580,TCP
1599665137.520354,192.0.0.3,36580,192.0.0.2,5555,TCP
1599665137.520376,192.0.0.2,5555,192.0.0.3,36580,TCP
1599665137.520422,192.0.0.3,36580,192.0.0.2,21571,TCP
1599665137.520455,192.0.0.2,21571,192.0.0.3,36580,TCP
1599665137.515442,192.0.0.3,36580,192.0.0.2,5061,TCP
1599665137.522431,192.0.0.2,5003,192.0.0.3,36580,TCP
1599665137.522655,192.0.0.3,36580,192.0.0.2,8193,TCP
1599665137.522719,192.0.0.2,8193,192.0.0.3,36580,TCP
1599665137.522725,192.0.0.3,36580,192.0.0.2,163,TCP
1599665137.522759,192.0.0.2,5500,192.0.0.3,36580,TCP
1599665137.522767,192.0.0.2,163,192.0.0.3,36580,TCP
1599665137.522775,192.0.0.3,36580,192.0.0.2,2041,TCP
1599665137.522852,192.0.0.3,36580,192.0.0.2,1455,TCP
1599665137.522853,192.0.0.2,10243,192.0.0.3,36580,TCP
1599665137.522859,192.0.0.2,2160,192.0.0.3,36580,TCP
1599665137.522862,192.0.0.2,49158,192.0.0.3,36580,TCP
1599665137.522864,192.0.0.2,1169,192.0.0.3,36580,TCP
1599665137.522871,192.0.0.2,32783,192.0.0.3,36580,TCP
1599665137.522877,192.0.0.2,5962,192.0.0.3,36580,TCP
1599665137.522878,192.0.0.2,19350,192.0.0.3,36580,TCP
1599665137.522879,192.0.0.2,1782,192.0.0.3,36580,TCP
1599665137.522881,192.0.0.2,48080,192.0.0.3,36580,TCP
1599665137.522883,192.0.0.2,711,192.0.0.3,36580,TCP
1599665137.522885,192.0.0.2,9535,192.0.0.3,36580,TCP
1599665137.522886,192.0.0.2,3301,192.0.0.3,36580,TCP
1599665137.522887,192.0.0.2,5061,192.0.0.3,36580,TCP
1599665137.522888,192.0.0.2,2041,192.0.0.3,36580,TCP
1599665137.522891,192.0.0.2,1455,192.0.0.3,36580,TCP
1599665137.522905,192.0.0.3,36580,192.0.0.2,5802,TCP
1599665137.522946,192.0.0.3,36580,192.0.0.2,32771,TCP
1599665137.522975,192.0.0.2,32771,192.0.0.3,36580,TCP
1599665137.523188,192.0.0.2,5802,192.0.0.3,36580,TCP
1599665137.523255,192.0.0.3,36580,192.0.0.2,425,TCP
1599665137.523293,192.0.0.2,425,192.0.0.3,36580,TCP
1599665137.523369,192.0.0.3,36580,192.0.0.2,1721,TCP
1599665137.523403,192.0.0.2,1721,192.0.0.3,36580,TCP
1599665137.523474,192.0.0.3,36580,192.0.0.2,783,TCP
1599665137.523482,192.0.0.3,36580,192.0.0.2,901,TCP
1599665137.52351,192.0.0.2,783,192.0.0.3,36580,TCP
1599665137.523514,192.0.0.2,901,192.0.0.3,36580,TCP
1599665137.523525,192.0.0.3,36580,192.0.0.2,65129,TCP
1599665137.523553,192.0.0.3,36580,192.0.0.2,1082,TCP
1599665137.523561,192.0.0.2,65129,192.0.0.3,36580,TCP
1599665137.523577,192.0.0.3,36580,192.0.0.2,15003,TCP
1599665137.523584,192.0.0.2,1082,192.0.0.3,36580,TCP
1599665137.523598,192.0.0.3,36580,192.0.0.2,32780,TCP
1599665137.523612,192.0.0.2,15003,192.0.0.3,36580,TCP
1599665137.523628,192.0.0.3,36580,192.0.0.2,2111,TCP
1599665137.523631,192.0.0.2,32780,192.0.0.3,36580,TCP
1599665137.523662,192.0.0.2,2111,192.0.0.3,36580,TCP
1599665137.523676,192.0.0.3,36580,192.0.0.2,34572,TCP
1599665137.52371,192.0.0.2,34572,192.0.0.3,36580,TCP
1599665137.523727,192.0.0.3,36580,192.0.0.2,5060,TCP
1599665137.523751,192.0.0.3,36580,192.0.0.2,497,TCP
1599665137.523761,192.0.0.2,5060,192.0.0.3,36580,TCP
1599665137.523778,192.0.0.2,497,192.0.0.3,36580,TCP
1599665137.523801,192.0.0.3,36580,192.0.0.2,10628,TCP
1599665137.523827,192.0.0.2,10628,192.0.0.3,36580,TCP
1599665137.523842,192.0.0.3,36580,192.0.0.2,2967,TCP
1599665137.523873,192.0.0.2,2967,192.0.0.3,36580,TCP
1599665137.523908,192.0.0.3,36580,192.0.0.2,8099,TCP
1599665137.523939,192.0.0.2,8099,192.0.0.3,36580,TCP
1599665137.523939,192.0.0.3,36580,192.0.0.2,9003,TCP
1599665137.523964,192.0.0.3,36580,192.0.0.2,687,TCP
1599665137.523971,192.0.0.2,9003,192.0.0.3,36580,TCP
1599665137.523987,192.0.0.3,36580,192.0.0.2,1087,TCP
1599665137.523994,192.0.0.2,687,192.0.0.3,36580,TCP
1599665137.524019,192.0.0.2,1087,192.0.0.3,36580,TCP
1599665137.524034,192.0.0.3,36580,192.0.0.2,5004,TCP
1599665137.524072,192.0.0.3,36580,192.0.0.2,6667,TCP
1599665137.524089,192.0.0.2,5004,192.0.0.3,36580,TCP
1599665137.524102,192.0.0.2,6667,192.0.0.3,36580,TCP
1599665137.524103,192.0.0.3,36580,192.0.0.2,3269,TCP
1599665137.524107,192.0.0.3,36580,192.0.0.2,6156,TCP
1599665137.524126,192.0.0.2,3269,192.0.0.3,36580,TCP
1599665137.524143,192.0.0.3,36580,192.0.0.2,3323,TCP
1599665137.524143,192.0.0.2,6156,192.0.0.3,36580,TCP
1599665137.524172,192.0.0.2,3323,192.0.0.3,36580,TCP
1599665137.524185,192.0.0.3,36580,192.0.0.2,23502,TCP
1599665137.524214,192.0.0.3,36580,192.0.0.2,3827,TCP
1599665137.524219,192.0.0.2,23502,192.0.0.3,36580,TCP
1599665137.524234,192.0.0.2,3827,192.0.0.3,36580,TCP
1599665137.524261,192.0.0.3,36580,192.0.0.2,13782,TCP
1599665137.524283,192.0.0.3,36580,192.0.0.2,1066,TCP
1599665137.524294,192.0.0.2,13782,192.0.0.3,36580,TCP
1599665137.524316,192.0.0.2,1066,192.0.0.3,36580,TCP
1599665137.524391,192.0.0.3,36580,192.0.0.2,2525,TCP
1599665137.524426,192.0.0.3,36580,192.0.0.2,30718,TCP
1599665137.524467,192.0.0.3,36580,192.0.0.2,2717,TCP
1599665137.524483,192.0.0.2,2717,192.0.0.3,36580,TCP
1599665137.525784,192.0.0.2,2525,192.0.0.3,36580,TCP
1599665137.526224,192.0.0.2,30718,192.0.0.3,36580,TCP
1599665137.526661,192.0.0.3,36580,192.0.0.2,32770,TCP
1599665137.526708,192.0.0.2,32770,192.0.0.3,36580,TCP
1599665137.526722,192.0.0.3,36580,192.0.0.2,7999,TCP
1599665137.526722,192.0.0.3,36580,192.0.0.2,1198,TCP
1599665137.526736,192.0.0.3,36580,192.0.0.2,1783,TCP
1599665137.526759,192.0.0.2,1198,192.0.0.3,36580,TCP
1599665137.526768,192.0.0.2,7999,192.0.0.3,36580,TCP
1599665137.526781,192.0.0.2,1783,192.0.0.3,36580,TCP
1599665137.526782,192.0.0.3,36580,192.0.0.2,5080,TCP
1599665137.52682,192.0.0.2,5080,192.0.0.3,36580,TCP
1599665137.526823,192.0.0.3,36580,192.0.0.2,5679,TCP
1599665137.526854,192.0.0.2,5679,192.0.0.3,36580,TCP
1599665137.526859,192.0.0.3,36580,192.0.0.2,3325,TCP
1599665137.526859,192.0.0.3,36580,192.0.0.2,9090,TCP
1599665137.526869,192.0.0.3,36580,192.0.0.2,2030,TCP
1599665137.526895,192.0.0.2,3325,192.0.0.3,36580,TCP
1599665137.526896,192.0.0.2,9090,192.0.0.3,36580,TCP
1599665137.526906,192.0.0.2,2030,192.0.0.3,36580,TCP
1599665137.526913,192.0.0.3,36580,192.0.0.2,1875,TCP
1599665137.526949,192.0.0.2,1875,192.0.0.3,36580,TCP
1599665137.526972,192.0.0.3,36580,192.0.0.2,5801,TCP
1599665137.527014,192.0.0.2,5801,192.0.0.3,36580,TCP
1599665137.527035,192.0.0.3,36580,192.0.0.2,1032,TCP
1599665137.52709,192.0.0.2,1032,192.0.0.3,36580,TCP
1599665137.527111,192.0.0.3,36580,192.0.0.2,6,TCP
1599665137.527144,192.0.0.2,6,192.0.0.3,36580,TCP
1599665137.527155,192.0.0.3,36580,192.0.0.2,8085,TCP
1599665137.527161,192.0.0.3,36580,192.0.0.2,3551,TCP
1599665137.527195,192.0.0.2,8085,192.0.0.3,36580,TCP
1599665137.527198,192.0.0.2,3551,192.0.0.3,36580,TCP
1599665137.527214,192.0.0.3,36580,192.0.0.2,5221,TCP
1599665137.527245,192.0.0.2,5221,192.0.0.3,36580,TCP
1599665137.527276,192.0.0.3,36580,192.0.0.2,33,TCP
1599665137.52731,192.0.0.2,33,192.0.0.3,36580,TCP
1599665137.527311,192.0.0.3,36580,192.0.0.2,7001,TCP
1599665137.527326,192.0.0.3,36580,192.0.0.2,5810,TCP
1599665137.527352,192.0.0.2,7001,192.0.0.3,36580,TCP
1599665137.527364,192.0.0.2,5810,192.0.0.3,36580,TCP
1599665137.527414,192.0.0.3,36580,192.0.0.2,631,TCP
1599665137.527423,192.0.0.3,36580,192.0.0.2,3052,TCP
1599665137.527483,192.0.0.2,631,192.0.0.3,36580,TCP
1599665137.527706,192.0.0.3,36580,192.0.0.2,6510,TCP
1599665137.527795,192.0.0.3,36580,192.0.0.2,32785,TCP
1599665137.527797,192.0.0.2,3052,192.0.0.3,36580,TCP
1599665137.5278,192.0.0.3,36580,192.0.0.2,33354,TCP
1599665137.527876,192.0.0.3,36580,192.0.0.2,5222,TCP
1599665137.528233,192.0.0.3,36580,192.0.0.2,34573,TCP
1599665137.528271,192.0.0.2,34573,192.0.0.3,36580,TCP
1599665137.528377,192.0.0.2,6510,192.0.0.3,36580,TCP
1599665137.52838,192.0.0.2,33354,192.0.0.3,36580,TCP
1599665137.528422,192.0.0.3,36580,192.0.0.2,6007,TCP
1599665137.528464,192.0.0.2,6007,192.0.0.3,36580,TCP
1599665137.528508,192.0.0.3,36580,192.0.0.2,64623,TCP
1599665137.52854,192.0.0.2,64623,192.0.0.3,36580,TCP
1599665137.528556,192.0.0.3,36580,192.0.0.2,2301,TCP
1599665137.528616,192.0.0.2,2301,192.0.0.3,36580,TCP
